dim1,dim2
672968,918492
672981,433848
672994,255014
673010,381071
673023,454632
673070,750024
673123,882075
673131,737369
673137,464099
673149,663385
673164,872758
673197,743239
673201,172306
673202,949689
673205,785003
673207,829799
673246,89906
673314,242328
673353,966095
673359,82288
673372,388853
673373,498136
673408,50042
673417,341845
673424,159775
673438,91167
673482,55001
673497,253641
673498,571147
673498,219339
673594,256337
673616,75983
673617,809834
673628,570644
673651,491454
673660,444643
673679,549142
673694,89613
673702,725806
673704,76687
673722,357159
673728,300143
673734,345269
673751,661579
673752,383776
673773,48621
673787,218272
673792,541195
673802,875829
673856,677075
673884,73955
673889,819927
673896,72616
673920,247293
673948,544937
673966,342227
674018,884066
674034,720979
674103,301853
674129,90589
674167,630706
674207,348383
674223,786441
674247,740796
674265,92842
674282,564129
674289,14898
674290,183316
674290,142952
674300,907235
674304,164005
674315,543571
674321,915908
674331,80492
674368,826451
674398,253972
674410,521335
674496,941832
674501,358119
674505,697682
674523,339227
674523,458654
674544,568664
674554,414056
674557,913469
674579,381358
674582,436512
674584,285777
674584,707123
674590,264976
674620,174131
674643,665604
674648,558848
674653,2305
674664,883328
674672,902346
674703,97245
674704,685594
674711,184491
674716,836318
674742,350083
674754,527659
674774,295076
674774,192128
674785,144216
674790,378102
674793,35184
674826,833981
674831,188493
674850,8932
674854,56171
674857,552354
674865,911354
674891,857677
674938,283489
675046,80051
675081,160033
675114,732571
675119,271573
675136,363745
675146,622031
675250,763013
675335,436299
675345,376779
675443,371881
675450,714948
675498,273573
675498,265441
675503,618698
675540,544995
675573,779407
675577,632293
675586,629719
675611,743223
675614,632714
675685,181448
675689,789707
675693,360516
675720,78947
675721,460035
675727,418964
675740,465643
675740,365071
675772,410547
675807,264844
675807,64025
675857,330581
675904,466653
675913,832082
675940,281394
675954,440615
675958,634038
675968,284168
675996,26974
676060,829854
676101,936636
676106,821649
676150,758185
676192,45633
676213,272954
676230,271381
676252,356941
676270,713654
676274,17082
676299,830513
676299,137351
676409,395504
676410,831248
676416,731298
676420,903231
676430,81244
676463,533919
676550,914427
676573,469849
676592,285729
676595,476558
676619,365688
676715,734922
676725,907965
676739,364265
676775,167692
676790,134723
676795,903497
676802,733069
676823,900146
676831,753965
676843,110187
676850,940019
676855,900634
676892,106759
676898,412209
676922,841941
676995,143434
677082,14453
677099,234184
677099,150704
677101,283307
677138,92322
677138,812998
677145,624881
677161,714841
677175,583797
677190,392356
677194,616228
677265,731787
677266,6666
677309,338083
677349,430087
677353,168026
677376,914462
677384,509912
677398,9507
677409,784375
677424,808609
677425,86386
677456,787519
677513,833292
677521,6874
677524,594071
677548,869085
677574,547386
677574,628985
677588,261958
677647,59972
677715,269307
677716,274293
677718,586385
677730,380048
677780,281992
677794,904691
677858,615893
677866,101077
677925,901105
677957,286845
678001,796651
678016,346616
678083,386863
678084,648888
678087,354308
678180,905309
678181,655502
678225,827365
678253,486325
678256,651568
678265,555227
678266,900523
678270,636789
678332,945714
678349,274533
678379,279422
678411,519573
678471,917717
678473,82029
678495,420989
678540,504657
678558,636816
678569,150294
678607,889015
678616,360944
678646,524886
678685,732168
678687,919448
678718,622796
678723,800886
678729,476919
678736,230262
678741,702933
678752,201914
678882,915713
678884,423316
678970,456508
678980,244877
678983,265376
678986,399597
678994,898693
679000,164737
679011,734749
679031,444072
679032,120026
679035,609297
679035,332206
679039,783953
679066,69578
679102,615962
679106,297299
679143,620637
679169,472245
679234,674508
679238,941718
679291,834815
679295,302585
679314,809764
679339,79724
679368,742415
679409,610624
679410,527812
679450,950578
679486,733419
679530,757297
679531,945687
679534,197818
679558,169875
679569,240689
679570,331777
679572,805668
679575,291074
679597,883839
679653,447542
679718,70818
679730,186818
679741,523961
679762,523444
679777,19229
679780,300385
679788,555061
679804,639163
679834,450027
679838,57072
679861,237401
679927,69586
679941,448561
679955,943508
680019,140122
680040,324319
680067,532752
680089,702149
680115,854451
680153,725551
680156,34646
680169,98203
680171,80264
680219,438068
680241,80273
680248,273038
680275,192506
680339,804358
680385,48179
680448,71685
680448,290006
680456,14005
680458,378198
680479,470592
680530,197218
680641,271756
680657,805469
680664,804143
680690,809038
680694,931411
680739,841098
680775,691171
680816,373075
680854,6669
680889,901212
680898,649775
680916,802841
680919,351669
680933,650863
680948,538252
680956,406755
680988,921762
681045,430797
681073,269168
681077,38517
681111,165961
681211,70034
681216,166888
681237,270315
681239,162239
681246,870417
681270,913408
681276,299414
681278,904431
681279,370924
681286,689008
681304,432648
681332,477732
681342,155085
681378,299512
681436,796973
681447,67148
681451,798561
681455,285911
681475,769743
681483,9184
681490,622311
681511,296651
681517,438507
681524,1711
681536,142907
681587,920014
681601,650328
681610,253886
681625,811351
681664,321281
681665,337192
681672,73546
681684,911551
681706,466775
681762,361138
681770,277251
681790,162144
681809,717405
681937,705289
681950,388617
681952,602071
682031,457586
682038,924176
682042,726703
682058,719099
682060,9901
682100,95738
682126,509324
682152,87319
682193,820912
682200,469781
682264,706676
682267,876922
682279,160095
682287,722113
682344,483103
682345,902564
682359,809438
682382,471746
682386,476559
682403,849296
682408,712353
682410,93235
682425,561247
682425,73817
682469,20371
682520,32941
682572,487127
682605,25872
682627,920558
682631,69662
682636,293541
682651,914517
682654,178082
682658,141186
682673,805356
682679,716991
682690,578568
682709,277445
682727,44963
682730,440299
682776,260087
682803,80035
682818,19657
682827,406171
682832,45992
682844,200011
682871,49897
682875,94169
682881,343882
682897,483371
682914,77163
682933,8574
682951,349234
682986,36298
682988,819137
683011,45965
683036,299501
683084,183412
683094,541609
683098,789892
683106,326318
683108,358819
683126,96254
683162,98597
683195,142656
683206,500839
683226,651349
683246,487755
683276,73717
683320,892454
683362,705763
683388,714763
683393,257917
683397,35433
683400,901787
683407,940204
683448,467089
683510,684103
683512,94057
683554,91693
683624,634872
683626,838173
683628,380104
683676,257219
683712,701662
683720,157452
683736,67029
683782,615864
683793,88325
683808,924068
683812,63769
683826,937851
683843,926269
683860,4715
683869,64627
683893,823597
683938,703652
683964,470374
683987,91916
683989,561018
684070,199057
684093,93794
684097,91782
684115,77218
684117,317134
684165,308975
684186,114144
684190,685332
684200,631614
684207,166845
684249,178502
684304,178909
684308,641299
684325,555687
684325,286261
684345,367645
684347,284879
684411,61899
684427,448153
684444,204567
684463,743161
684518,104513
684528,283756
684534,788207
684547,834929
684572,544974
684647,91848
684650,384984
684657,183711
684715,558835
684746,16705
684752,326779
684803,475693
684810,651565
684821,349062
684838,746792
684884,804606
684900,65911
684931,188226
684942,492706
684961,720422
684980,765957
684984,242708
684985,145004
684999,650236
685003,359158
685006,471432
685015,834105
685034,68918
685044,538093
685057,900584
685057,381291
685072,864388
685112,60042
685147,713933
685161,330525
685187,476575
685188,927625
685200,572426
685211,683023
685217,477721
685236,513848
685257,166453
685268,570933
685271,403808
685288,340619
685301,33907
685337,705601
685419,181917
685419,523996
685435,462052
685469,830187
685477,43924
685508,640625
685562,615389
685609,557916
685621,537204
685686,274412
685694,47291
685722,175299
685729,72913
685735,100856
685742,757184
685769,432419
685781,532427
685796,611071
685819,527891
685834,60543
685842,296059
685847,621401
685856,456039
685888,329606
685890,445595
685917,532925
685928,284405
685966,575661
686024,833367
686027,906528
686044,97987
686056,437106
686073,116017
686089,413963
686091,614645
686110,765974
686135,842915
686138,665886
686169,317045
686185,959953
686186,614471
686236,688469
686282,808666
686322,475673
686327,708761
686343,935346
686345,669227
686354,340871
686381,867655
686384,208234
686401,740173
686432,729306
686442,108298
686451,537573
686462,401191
686501,818098
686504,914872
686520,254297
686528,645974
686532,830594
686534,621899
686542,524055
686574,366213
686579,354101
686580,69428
686581,425037
686590,428333
686607,209979
686608,77794
686618,705913
686625,871979
686656,458569
686662,363056
686708,344108
686726,81035
686731,274424
686740,281757
686742,109471
686753,265587
686764,165152
686774,548105
686808,191532
686813,738598
686839,874701
686860,167796
686864,259485
686884,927292
686889,530782
686890,633258
686957,932672
687006,35653
687030,64411
687033,908318
687056,5559
687061,339424
687106,385871
687121,705039
687127,334881
687133,515229
687137,948111
687171,361866
687175,754868
687199,270472
687217,46328
687241,84167
687257,364411
687259,92731
687269,855234
687280,220357
687282,711504
687294,738155
687305,388042
687307,825081
687309,346594
687329,638659
687351,867978
687365,512603
687369,546994
687372,607994
687381,107932
687397,819953
687406,162199
687418,511581
687420,894456
687425,851687
687449,625588
687460,440433
687475,260463
687493,821161
687505,902485
687510,100762
687538,267672
687549,703998
687572,362085
687582,692578
687592,26845
687655,322843
687677,377514
687701,281949
687720,533705
687755,723885
687760,337348
687768,401197
687867,51827
687876,291739
687885,87999
687903,72542
687905,35613
687910,453089
687916,118696
687947,598753
687998,726685
688000,641369
688006,439455
688017,372192
688045,431088
688046,73444
688050,364269
688058,836938
688066,160356
688075,277477
688079,35829
688083,659067
688084,530881
688087,271628
688123,669619
688128,183083
688153,811564
688154,898607
688167,213339
688180,909409
688204,134047
688210,732019
688220,40957
688221,349065
688222,59052
688227,747103
688285,835919
688294,186912
688296,539605
688297,803014
688314,281388
688335,459687
688335,112691
688345,806492
688350,532938
688355,139038
688363,583965
688364,156543
688367,846564
688373,149201
688408,76063
688449,374787
688485,92676
688504,333042
688564,834827
688564,291325
688582,60521
688654,923215
688684,877874
688710,70928
688728,267911
688743,367866
688749,739428
688796,92787
688800,440962
688810,924609
688811,114737
688872,46336
688877,950778
688880,447643
688889,357934
688904,492084
688910,924711
688915,663932
688936,447625
688949,137516
688962,642172
688966,54757
688988,12481
688998,264893
689005,46216
689008,185718
689010,750474
689060,28478
689120,527081
689152,261765
689157,8106
689159,13186
689178,371233
689194,734554
689211,260352
689250,440147
689253,302011
689266,848931
689268,389415
689277,15307
689284,260377
689284,251481
689330,498027
689337,500658
689358,561994
689369,721684
689375,805285
689382,480313
689400,153215
689424,744492
689438,164229
689441,723796
689457,57248
689510,62795
689511,822076
689522,237859
689556,493459
689583,71171
689588,355664
689639,726722
689653,452204
689663,75139
689670,936919
689681,507657
689690,165365
689702,228771
689714,150694
689734,684358
689745,794494
689748,196326
689748,334618
689792,114751
689792,240859
689797,187374
689911,471874
689915,164028
689916,715007
689933,305334
690004,55717
690016,136236
690034,366155
690039,626347
690065,384949
690070,901065
690075,112477
690079,470674
690105,727146
690113,863549
690125,535085
690141,181735
690208,427914
690209,869407
690214,761983
690270,643756
690282,203735
690300,45866
690311,64101
690350,605451
690362,872093
690369,83399
690371,487476
690387,269567
690390,247919
690450,28986
690456,604123
690480,390385
690492,133326
690515,8178
690541,343049
690544,35635
690565,626211
690566,559348
690583,157489
690619,575842
690623,480775
690646,947326
690651,913134
690684,782824
690692,937618
690709,199921
690720,179705
690791,556
690791,834473
690800,945437
690806,535298
690861,456839
690883,799284
690884,179906
690927,43268
690995,68104
691077,490792
691078,80889
691083,177059
691114,242365
691148,415474
691219,369288
691222,165561
691295,173852
691303,27685
691307,416351
691348,360642
691385,620857
691387,841655
691422,742745
691424,453541
691424,531492
691437,892303
691465,448306
691467,899263
691482,797328
691496,217904
691519,274115
691565,801512
691567,323611
691579,621157
691592,188109
691617,887114
691618,548773
691651,808552
691655,181373
691672,246481
691674,449477
691676,457856
691701,233557
691790,278341
691835,452319
691842,747573
691853,463428
691858,193847
691866,258532
691868,712375
691898,427046
691924,910616
691928,149844
691928,621772
691944,859788
691956,6534
691974,351413
691974,759036
691976,325873
692007,902904
692012,608837
692029,254849
692058,674552
692074,161973
692086,814724
692112,655431
692143,186175
692153,71882
692158,913514
692162,660663
692171,625757
692173,195998
692179,270797
692207,897901
692211,754355
692223,871857
692244,136939
692268,693547
692304,653262
692315,512836
692322,847008
692331,90832
692332,158767
692343,627253
692350,631476
692355,256942
692371,599321
692385,104821
692393,901958
692443,752392
692461,459101
692477,170848
692481,760095
692499,81897
692503,338744
692509,413498
692569,71852
692588,541074
692597,592183
692599,371019
692615,44736
692620,544063
692646,555293
692653,119614
692664,83654
692693,97626
692699,462583
692773,607248
692778,697768
692788,379334
692798,807266
692809,610264
692850,535344
692867,680744
692869,690738
692870,170319
692892,703612
692902,797907
692904,742454
692925,48112
692948,543505
692948,726672
692951,853239
692953,922527
693016,902741
693046,813466
693066,717039
693069,564283
693075,607335
693084,544373
693093,453611
693105,893574
693131,729235
693171,65451
693177,169577
693180,813609
693199,733017
693209,841711
693209,525942
693233,158079
693240,198904
693248,793153
693253,165717
693255,355616
693260,91332
693265,769027
693266,236143
693300,343163
693303,210299
693315,378014
693337,541921
693360,245514
693388,833896
693418,372302
693422,78928
693448,465022
693475,558449
693476,103756
693493,668082
693515,529706
693524,933968
693541,91896
693547,5714
693560,135352
693573,793268
693574,9166
693623,66903
693624,443506
693632,358056
693659,544377
693662,382307
693686,572083
693696,333029
693707,74054
693709,739918
693720,715719
693723,738293
693747,247208
693760,153778
693761,18846
693763,477549
693773,454718
693797,116993
693807,153353
693813,807484
693829,928942
693829,454617
693831,880076
693860,474278
693877,636353
693899,60793
693900,915228
693901,13804
693911,52232
693929,277657
693939,186971
693948,496299
693987,247296
693997,267381
694024,610648
694031,535551
694044,553193
694051,920429
694053,19141
694061,524791
694083,806286
694088,270102
694109,51584
694123,217169
694130,97241
694142,185316
694150,107019
694192,114551
694195,635798
694200,346917
694206,98257
694217,287971
694218,577006
694229,45163
694242,294654
694261,399509
694286,383036
694308,66517
694347,554563
694351,924986
694363,627317
694379,819756
694386,765994
694393,714924
694404,775148
694411,186935
694412,891464
694419,250756
694425,708269
694428,645194
694433,718368
694447,54547
694468,818496
694488,25613
694534,436372
694552,17101
694596,66626
694604,80673
694609,631534
694629,935741
694637,362941
694650,443709
694676,45079
694676,724042
694707,276835
694713,589641
694713,487524
694728,36894
694733,565209
694735,397727
694765,177227
694800,93822
694813,633147
694832,540998
694832,545777
694836,440396
694904,100335
694930,94062
694945,812023
694962,900865
694997,721099
695007,215251
695012,637041
695012,461339
695021,823939
695033,102233
695055,497032
695070,625071
695077,272517
695082,405382
695092,638702
695093,786801
695120,812013
695132,715028
695145,631273
695150,183732
695150,722646
695153,286461
695156,523116
695157,119435
695172,801796
695181,928672
695193,710201
695229,822306
695239,26002
695264,393834
695268,829067
695272,140057
695297,454501
695300,324268
695303,170066
695322,35235
695334,1598
695354,704722
695356,893165
695366,341997
695369,536305
695446,598008
695452,716804
695464,399823
695469,476623
695473,805938
695473,471055
695479,89401
695481,376921
695482,282356
695484,162953
695489,361205
695500,540368
695518,473708
695564,329376
695567,242013
695582,914389
695584,911412
695621,573336
695623,773971
695626,206893
695632,746947
695657,827385
695673,914754
695676,90257
695686,868029
695698,157609
695713,626015
695714,177426
695721,738024
695733,830593
695755,62712
695761,453805
695784,546079
695817,619021
695823,826559
695874,706147
695879,709715
695886,820686
695894,186124
695895,125679
695895,369337
695904,354037
695905,7629
695927,358117
695928,602516
695993,890091
695997,484324
696069,401972
696070,547313
696073,216266
696086,461771
696086,695142
696087,69359
696099,153627
696113,253201
696124,101666
696130,527799
696143,327732
696159,127505
696159,18941
696189,737487
696221,491849
696230,100871
696240,519321
696245,407242
696252,369181
696269,50113
696303,136668
696304,53699
696311,541512
696316,106852
696319,206362
696326,544576
696327,723539
696353,770629
696355,588701
696376,357556
696379,552408
696407,907511
696409,761138
696410,96914
696414,354868
696416,390465
696430,356846
696436,833042
696438,906309
696466,245195
696486,649061
696492,68034
696498,467691
696498,379939
696506,393303
696516,147437
696528,556215
696539,448181
696548,828476
696549,628397
696569,335886
696582,441033
696593,638152
696630,350804
696660,797005
696679,83719
696688,62555
696691,280068
696693,875365
696697,87209
696715,454571
696725,198448
696732,787767
696742,62157
696749,93448
696756,631009
696787,16132
696806,611974
696812,478283
696816,713583
696821,543708
696831,267663
696831,51692
696857,479963
696874,208411
696891,742836
696938,425213
696951,56516
696982,633053
696994,533422
696996,45263
697019,556704
697020,662014
697061,182445
697072,623021
697090,314558
697103,340652
697109,33036
697122,519669
697164,455742
697204,199077
697214,89298
697216,808092
697226,455411
697237,72304
697255,608732
697257,44079
697267,101227
697300,655755
697305,337213
697310,825858
697325,678422
697341,892026
697356,300746
697360,61711
697420,929982
697431,430336
697435,454228
697440,279982
697450,235114
697493,439796
697496,799505
697515,643156
697528,183816
697533,201341
697536,756838
697544,124023
697574,270962
697582,379596
697585,848834
697604,69685
697615,548916
697675,75643
697679,79214
697688,936905
697691,724448
697702,216545
697712,18131
697723,80149
697725,66161
697725,603109
697733,448852
697748,143813
697750,258838
697764,827338
697771,708738
697791,823348
697822,202038
697823,153533
697854,356666
697894,269005
697900,916256
697937,347255
697947,599869
697967,946977
697976,721088
697980,70205
698000,152016
698002,90736
698013,676981
698027,313484
698035,456646
698065,712558
698066,629827
698068,282536
698086,114843
698093,747353
698102,546441
698104,805917
698119,18952
698121,70609
698141,747537
698161,834846
698174,462395
698181,410852
698183,157517
698196,769108
698231,78582
698233,235747
698237,606658
698258,170912
698263,817812
698270,21562
698284,362527
698305,544983
698305,76039
698317,325962
698349,370838
698376,642392
698386,145465
698390,442362
698390,352602
698393,545756
698420,165916
698423,53365
698426,69388
698439,555254
698470,407277
698481,461194
698484,764989
698485,372138
698513,89476
698572,826971
698577,378004
698583,696772
698590,18162
698590,731664
698592,162315
698610,38331
698611,113737
698613,432969
698634,346112
698641,288369
698655,884666
698657,536916
698669,202649
698671,635586
698678,731292
698682,113648
698686,562735
698701,434268
698704,256532
698713,241979
698721,75167
698723,480355
698736,731791
698738,710834
698745,810572
698753,216397
698765,7833
698772,586398
698773,262934
698781,630917
698817,735016
698834,650219
698849,908803
698876,820293
698885,161213
698891,893772
698899,483381
698909,892025
698922,363918
698927,820361
698959,364523
698982,157268
698982,708203
698983,44295
698991,623548
698995,353099
698996,251189
699025,292876
699039,748714
699078,894227
699088,905514
699091,654418
699117,205507
699141,55718
699167,147996
699174,180134
699176,796146
699176,346618
699190,430905
699215,176923
699235,640382
699254,765497
699273,489343
699305,364628
699323,432802
699359,406382
699370,88539
699387,638661
699416,183889
699418,753863
699434,570178
699448,731112
699462,368741
699479,809605
699493,566899
699503,332386
699503,329878
699505,40748
699510,404654
699515,186078
699520,874705
699525,335383
699527,835341
699530,98004
699536,367977
699544,932011
699551,80616
699556,921132
699577,84073
699587,59324
699590,692899
699614,844112
699617,223493
699626,910537
699627,662079
699629,822877
699634,745463
699636,6977
699644,665823
699650,544939
699658,557079
699704,169693
699726,290427
699738,527038
699763,938638
699771,58806
699777,833778
699792,27005
699814,924178
699836,445997
699836,531508
699843,28142
699843,170173
699844,515503
699844,243518
699853,921812
699877,741696
699881,749106
699905,173816
699938,913387
699944,354619
699958,250701
699976,829555
699982,217064
699995,514828
699999,4453
699999,811497
700003,920015
700017,925143
700023,45359
700027,545607
700048,77095
700052,912564
700072,256085
700090,66447
700111,46264
700144,259581
700148,945715
700157,310757
700191,74134
700195,523142
700208,909738
700220,96171
700253,173067
700257,801142
700264,546719
700285,610992
700296,247582
700304,761297
700327,700787
700341,75265
700343,269452
700360,150529
700360,221312
700372,654732
700375,912153
700379,429272
700381,550703
700382,731268
700388,537245
700390,450411
700405,517444
700438,116093
700448,901683
700484,634899
700493,486126
700493,277259
700500,70889
700504,918639
700548,645505
700560,364284
700562,427242
700563,273355
700573,815947
700579,834875
700582,349924
700614,310658
700626,603504
700628,501589
700633,543771
700648,349171
700658,69813
700671,572466
700675,14413
700680,475427
700684,45745
700685,345174
700708,252089
700735,45118
700742,28899
700743,63983
700768,762757
700775,78522
700780,358688
700792,160655
700800,201117
700806,118592
700809,736458
700814,64932
700821,345991
700843,258325
700853,616878
700870,808691
700877,858132
700879,735835
700882,327674
700891,371126
700894,520452
700926,846397
700933,18856
700934,344565
700955,891589
700972,186896
700973,379306
700978,713737
700978,585306
700991,881532
700996,35117
701015,625444
701021,637238
701024,79474
701026,826331
701039,707673
701042,730352
701043,631122
701050,502809
701084,164231
701098,72616
701098,255245
701123,910174
701129,743881
701135,66323
701144,785561
701147,6828
701165,453788
701185,940431
701186,817401
701188,810277
701191,860375
701193,821808
701210,62808
701210,8441
701214,854141
701217,830555
701218,171225
701227,711505
701229,915454
701236,86382
701244,725139
701247,830492
701256,272016
701276,42394
701281,273193
701282,420783
701289,771302
701295,360825
701305,165851
701306,645847
701307,595456
701310,71526
701315,815485
701344,163348
701345,182476
701346,647367
701357,165486
701378,174138
701383,861299
701386,466938
701394,278518
701405,203059
701437,358004
701440,350651
701442,83177
701482,231348
701505,884401
701507,83496
701515,172598
701524,700986
701525,559398
701535,551797
701535,614917
701537,924655
701543,768677
701581,345602
701611,175826
701614,49957
701618,213922
701626,431446
701635,579857
701638,61916
701658,271205
701660,857856
701664,544296
701670,865588
701672,61317
701685,868978
701698,257182
701718,731001
701745,246906
701750,279987
701764,256508
701771,549233
701776,714861
701781,680498
701786,818497
701798,55107
701801,722771
701834,815754
701852,403556
701860,739105
701869,826975
701876,636978
701886,213791
701889,378831
701906,166064
701907,239568
701908,931089
701915,518683
701928,628799
701937,337646
701948,702428
701953,883188
701987,199414
701989,523946
702026,831817
702029,276191
702032,168268
702053,70797
702077,807732
702103,743009
702111,601605
702124,917836
702128,832563
702142,707396
702150,680305
702153,36514
702167,919086
702173,236234
702178,103933
702183,834787
702190,812117
702216,105516
702224,438479
702226,339713
702231,243342
702262,932185
702266,275815
702315,245235
702343,176601
702344,284066
702397,105412
702399,148507
702401,897744
702402,513187
702406,298615
702413,129788
702428,189296
702429,696057
702437,699168
702438,437594
702450,806243
702455,774526
702457,833212
702463,728739
702465,720365
702465,255017
702468,564312
702484,531886
702491,415191
702499,80158
702502,119449
702511,465115
702512,532196
702513,264573
702515,887535
702522,626387
702534,537723
702540,940287
702547,61178
702549,839096
702572,684028
702584,920114
702585,542765
702601,671722
702612,454798
702646,898643
702652,254159
702674,85758
702691,401282
702701,532055
702701,949886
702707,635209
702708,23187
702718,893601
702720,16511
702732,93605
702736,788032
702748,415499
702756,104426
702764,669776
702772,154591
702778,733958
702801,915457
702820,446538
702825,633606
702839,897124
702845,333858
702846,445528
702859,629095
702866,75889
702867,828579
702869,263558
702892,800368
702893,576342
702916,35039
702919,827583
702922,333496
702933,650355
702937,694367
702939,504648
702940,471766
702948,559965
702961,377948
702971,443655
702976,234893
702999,432732
703014,471776
703016,574976
703022,150334
703027,271598
703031,528945
703031,770242
703041,621983
703058,817398
703060,715118
703062,180447
703065,331899
703073,586489
703084,900471
703106,152325
703108,872153
703115,548892
703119,375481
703137,876632
703149,53568
703193,850769
703195,171108
703201,104354
703209,43894
703231,87278
703233,4192
703238,418695
703252,32824
703261,640576
703265,650177
703272,156141
703281,43115
703281,900146
703283,888439
703289,84199
703289,429999
703311,729166
703318,860058
703328,917781
703335,431815
703336,166789
703337,448148
703339,519751
703343,756812
703349,58721
703353,942469
703354,33388
703365,178663
703369,902866
703377,24832
703382,181291
703388,60655
703389,653639
703398,622178
703399,853995
703408,36268
703434,940579
703443,83699
703444,641713
703450,272465
703452,170689
703468,663308
703474,225328
703475,80226
703475,96302
703490,785864
703490,570019
703493,825486
703503,809484
703547,91532
703556,68584
703568,5553
703569,723696
703579,944078
703583,241202
703605,2799
703609,483345
703618,619213
703619,564775
703631,83684
703662,101391
703668,661027
703672,27412
703673,145598
703673,901758
703731,114135
703740,365619
703764,926489
703784,859054
703803,934482
703812,136554
703817,630957
703823,783636
703826,617948
703836,74332
703838,634982
703871,440965
703871,190726
703877,831585
703882,61283
703903,71941
703918,828822
703919,847466
703920,640946
703924,93594
703926,86638
703934,130521
703952,57384
703954,455927
703959,70537
703975,901705
703978,184011
703980,290694
703980,816412
703982,563073
703983,464994
703986,834755
703988,46012
703991,533941
703993,905643
704000,733644
704010,481939
704059,1912
704060,101343
704062,57595
704074,829477
704080,934041
704115,423106
704135,46021
704139,273539
704144,408351
704176,677517
704177,728386
704180,656065
704181,190523
704184,411075
704203,44745
704208,480806
704244,341075
704245,54787
704268,681599
704271,926852
704273,166777
704283,719546
704294,452982
704299,106085
704302,506219
704318,112152
704326,699213
704328,90133
704333,94584
704346,610525
704350,98505
704361,839072
704368,249145
704387,70168
704389,903618
704391,743216
704391,533933
704395,644901
704404,913483
704414,847327
704420,623402
704428,62497
704431,719444
704440,204431
704462,345604
704470,910366
704481,732672
704483,568939
704488,831451
704491,831267
704501,904659
704517,472611
704528,601566
704531,523575
704531,102422
704537,99749
704541,32933
704550,344879
704552,612464
704554,499473
704580,775767
704592,654955
704614,371175
704617,85158
704619,444831
704622,896381
704627,165884
704656,509041
704669,285905
704689,42167
704689,929886
704721,817166
704728,189072
704744,913458
704747,942824
704751,712402
704769,259652
704771,166462
704773,167581
704778,475681
704802,295592
704836,561602
704868,911871
704872,305528
704880,660457
704892,910339
704895,755084
704897,364475
704904,645877
704908,762972
704909,838535
704922,621978
704929,287079
704941,675618
704944,815582
704949,252713
704951,63155
704951,174576
704954,55987
704969,905127
704983,641651
705002,197087
705039,474612
705043,807906
705065,554391
705073,190823
705088,13266
705107,871575
705111,709123
705117,95111
705128,881125
705136,272811
705137,170546
705159,455843
705169,422599
705170,5521
705192,215902
705203,820422
705254,674739
705257,435806
705259,48565
705262,169407
705270,70735
705283,187529
705291,252924
705295,774202
705300,82136
705304,295036
705309,2697
705332,530149
705335,64419
705336,378765
705339,344273
705343,55482
705348,649292
705361,595343
705369,270909
705378,80619
705379,464218
705388,744693
705392,447963
705410,556918
705425,923223
705452,908336
705456,894359
705465,804416
705466,925756
705480,831178
705482,170617
705483,440776
705489,730447
705495,389284
705505,273685
705513,353073
705525,254643
705527,803689
705527,905314
705529,429774
705539,548369
705540,168474
705550,539523
705551,47722
705555,86046
705558,966879
705558,263815
705573,529343
705597,767562
705607,958243
705610,705956
705616,714038
705623,99938
705639,410344
705641,414189
705650,902642
705651,369483
705653,673282
705656,47562
705666,275237
705707,499835
705708,728762
705728,449126
705741,267093
705749,76433
705771,870902
705771,625947
705773,518691
705782,
705783,58898
705791,810333
705795,76489
705796,174673
705796,710401
705797,443748
705799,630965
705807,817562
705810,786432
705815,331093
705839,649278
705842,699595
705849,75574
705852,352587
705864,430883
705876,821048
705896,247079
705909,516474
705911,10933
705918,631982
705929,778332
705934,795436
705938,635591
705942,77727
705961,603939
705973,870264
705978,638804
705985,409758
706000,62661
706003,16241
706004,801196
706008,676992
706029,834128
706031,3519
706036,336177
706037,167114
706038,445278
706057,762665
706059,99265
706061,844675
706078,443773
706079,748117
706100,110801
706120,36763
706121,40514
706124,893824
706128,636995
706135,794869
706141,616855
706146,571363
706147,652191
706158,5543
706174,64416
706205,838183
706208,353444
706221,6764
706221,190672
706239,812532
706264,184748
706265,638339
706270,654108
706297,666663
706303,754998
706311,38714
706316,551069
706317,367872
706324,751655
706325,787698
706331,644345
706331,266111
706335,1479
706347,293558
706348,314825
706359,217573
706365,454416
706371,749848
706378,445378
706382,510261
706390,36309
706391,269629
706399,721466
706399,171474
706410,575269
706412,581853
706417,96068
706418,515202
706436,599034
706452,592513
706452,371044
706456,881139
706460,81992
706462,265343
706464,717071
706472,456901
706497,80315
706516,744493
706521,795446
706527,245765
706527,441995
706543,864684
706544,280127
706551,175239
706555,829595
706556,472879
706579,730816
706584,45744
706585,749847
706602,22419
706609,131613
706611,732931
706624,750942
706626,178927
706626,296078
706629,807272
706640,13255
706643,265769
706648,720397
706684,445562
706697,537224
706706,800624
706728,451907
706736,754885
706762,633804
706768,620161
706780,813309
706793,523115
706800,379328
706813,511147
706815,239769
706818,278902
706823,610698
706839,82525
706860,742437
706862,809073
706873,897656
706875,703691
706884,67048
706898,796255
706915,817976
706936,99718
706939,628728
706954,819296
706967,805047
706975,936956
706979,737637
706982,124085
707018,737947
707036,52262
707040,505972
707041,110093
707043,513308
707047,863774
707048,600897
707048,765656
707066,564584
707074,522557
707087,20169
707097,619851
707103,269412
707106,441676
707112,181667
707132,617238
707137,773598
707149,441721
707152,634863
